Tweet Date,cleaned_text,Sentiment
2023-03-09 16:05:48+00:00,pt krakatau sarana infrastruktur a subsidiary of pt krakatau steel persero tbk has officially closed the transaction for the conditional share sale and purchase agreement with pt chandra asri petrochemical tbk tpia,Neutral
2023-02-28 06:10:01+00:00,pt chandra asri petrochemical tpia through its affiliates officially completed the acquisition of shares of pt krakatau sarana infrastruktur a subsidiary of pt krakatau steel kras this completion was marked by the closing of the transaction on the conditional share sale and purchase agreement,Neutral
2023-02-27 21:04:23+00:00,chandra asri tpia completes acquisition of shares in ks subsidiary,Neutral
2023-02-27 10:35:35+00:00,chandra asri tpia has officially become a shareholder of krakatau sarana infrastruktur ksi subsidiary owned by krakatau steel kras,Neutral
2023-02-16 14:18:53+00:00,ipo structure cuan ara arb no public warrant lbr ipo price capital share capital lbr incar fund m hen uw putira fund i hp od bri ordinary structure value the owner is cuan equal to brpt tpia,Neutral
2023-02-14 06:05:00+00:00,pt krakatau sarana infrastruktur ksi a subsidiary of pt krakatau steel persero tbk kras plans to sell of pt krakatau daya listrik that it owns to pt chandra asri petrochemical tbk tpia the transaction is worth rp billion,Neutral
2023-02-01 08:36:29+00:00,pt krakatau steel tbk kras through pt krakatau sarana infrastruktur will sell shares it owns in pt krakatau daya listrik kdl the buyer is pt chandra asri petrochemical tbk tpia a company owned by conglomerate prajogo pangestu,Neutral
2023-01-25 13:03:43+00:00,thus the movement of these stocks also has a significant influence on the movement of the ihsg so do you have one of the stocks or not,Neutral
2023-01-19 08:41:16+00:00,ihsg closes higher asii bmri goto and tpia shares lead big caps gains,Positive
2023-01-14 02:05:00+00:00,pt chandra asri petrochemical tbk tpia has held an extraordinary gms on january the gms approved the resignation of wirat uanarumit as commissioner and appointed bandhit thamprajamchit and diana arsiyanti as new commissioners,Neutral
2023-01-04 12:29:44+00:00,gacor also nih tpia tpia will acquire kras business subsidiaries pt krakatau daya listrik kdl pt krakatau tirta industri kti tpia bought of kdl shares and of kti shares with a total value of rp t this transaction was carried out by kras to fulfill its credit restructuring obligations,Positive
2023-01-04 08:00:53+00:00,tpia acquired shares in kras subsidiary pt krakatau sarana infrastruktur the total acquisition value reached rp trillion this action is an opportunity to carry out horizontal business development especially business diversification,Positive
2023-01-04 01:28:02+00:00,pt chandra asri petrochemical tbk idxtpia will buy percent of shares in pt krakatau daya listrik and percent of shares in pt krakatau tirta industri with a total value of idr trillion,Neutral
2023-01-03 10:27:33+00:00,chandra asri tpia acquires shares in krakatau steel kras subsidiary for idr trillion,Neutral
2023-01-03 09:04:04+00:00,conditional share sale and purchase agreement with pt chandra asri petrochemical tbk tpia as part of the divestment process of shares of krakatau steel groups subsidiary,Neutral
2023-01-03 08:44:03+00:00,krakatau steel kras sells shares in subsidiaries to chandra asri tpia for idr trillion,Neutral
2022-12-21 07:30:00+00:00,reviewing the history of tpia shares or the issuer code of the company pt chandra asri petrochemical tbk is indeed very interesting,Neutral
2022-12-14 16:05:00+00:00,pt chandra asri petrochemical tbk tpia will hold an extraordinary on january shareholders whose names are registered in the tpia shareholders register on december at wib are entitled to attend or be represented at the event,Neutral
2022-12-08 02:05:00+00:00,pt chandra asri petrochemical tbk tpia revenue in the third quarter of increased by compared to the third quarter of however in the third quarter of this year tpia recorded a net loss attributable to owners of the parent entity of us million,Positive
2022-10-29 14:13:42+00:00,other fairly interesting issuers agii asii essa tapg tpia,Positive
2022-09-19 01:54:35+00:00,ihsg chasing ajaib securities favors tpia intp inco stocks,Positive
2022-09-19 01:46:10+00:00,miraculously sekuritas ihsg mixed pay attention to tpia intp and inco selected stock shares,Neutral
2022-09-09 06:41:09+00:00,tpia kemarin kamis ya,Positive
2022-08-23 03:17:34+00:00,stock split new price of chandra asri tpia shares debuts today,Neutral
2022-08-10 07:26:58+00:00,chandra asri petrochemical tpia approved for stock split,Neutral
2022-08-09 16:22:26+00:00,pt chandra asri petrochemical tbk tpia has received approval to carry out a stock split with a ratio of,Neutral
2022-07-19 11:59:27+00:00,technical recommendations for bris tpia and emtk stocks on wednesday trading,Neutral
2022-07-18 11:09:33+00:00,tpia will do stock split this is prajogo pangestus stock target,Neutral
2022-07-18 04:44:27+00:00,asian stock exchange strengthens as ihsg catalyst tpia to tlkm stock recommendations,Positive
2022-07-17 23:43:07+00:00,egms next month chandra asri tpia wants to stock split again,Neutral
2022-07-14 14:06:04+00:00,interesting stock industries are body care products unvr basic chemical goods agii brpt tpia and essa health service providers dgns mika heal and prda and supermarkets amrt,Positive
2022-07-14 09:01:33+00:00,partnering with sinar mas land chandra asri tpia shares rise percent,Positive
2022-07-14 03:05:00+00:00,pt chandra asri petrochemical tbk tpia will hold an extraordinary gms on august shareholders whose names are registered in the shareholders register on july at wib are entitled to attend or be represented at the event,Neutral
2022-07-01 09:01:22+00:00,stocks with large market capitalization that triggered a sharp decline in the jci this afternoon include pt chandra asri petrochemical tbk tpia pt bank rakyat indonesia tbk bbri pt astra international tbk asii,Negative
2022-06-29 11:30:15+00:00,barito pacific group is also a shareholder of pt chandra asri petrochemical tbk which is also listed on the indonesia stock exchange idx tpia,Neutral
2022-06-13 04:23:01+00:00,accumulate tpia with support stoploss if price breaks below download maybank trade id on google play and app store now for easy investing and stock trading android ios,Positive
2022-04-29 07:59:06+00:00,tpia shareholders scg chemicals want ipo of up to idr trillion,Neutral
2022-04-27 00:39:46+00:00,morning us stock indexes closed sharply lower led by technology stocks dow sp and nasdaq yesterday ihsg strengthened to today is the cum date for wege cash dividend rp ex dividend tpia rp and wton rp,Neutral
2022-04-21 10:21:24+00:00,for friday interested in inco tpia the fried stocks are on holiday cholesterol is rising again,Positive
2022-04-20 02:05:57+00:00,cheer up for profit check out the stock menu from bbri to tpia,Positive
2022-04-19 11:31:14+00:00,other hot news today tpia will distribute dividends of million usd film plans to conduct a rights issue by issuing billion new shares tlkm towr fy performance more,Positive
2022-04-17 10:26:52+00:00,a look at prajogo pangestu brpt tpia gzco stock portfolio which one is interesting,Neutral
2022-04-14 08:45:01+00:00,foreigners sell cpin tpia and smgr shares ihsg corrected to thursday,Negative
2022-04-06 12:22:36+00:00,a look at prajogo pangestu brpt tpia gzco stock portfolio which one is interesting,Neutral
2022-03-26 23:11:52+00:00,the petrochemical company owned by conglomerate prajogo pangestu pt chandra asri petrochemical tbk tpia plans to change the companys management structure which will be determined at the annual general meeting of shareholders agm,Neutral
2022-03-23 12:24:28+00:00,more from snips bbca ceo jahja setiaatmadja increased his ownership in bca by shares idx removes cmpp from special monitoring list tpia fy performance more at,Neutral
2022-03-16 08:46:34+00:00,bisnis index strengthens tpia aali and adro shares support,Positive
2022-03-16 00:26:34+00:00,ihsg still has opportunity to rebound today watch tpia and wege shares,Positive
2022-03-15 08:12:29+00:00,today buy depo amp tpia hopefully you will be lucky,Positive
2022-02-18 10:28:08+00:00,trading of shares on the indonesia stock exchange was suspended delisted starting from february then on may tpia relisted all of its shares that had been placed and fully paid up totaling shares,Neutral
2022-02-18 03:01:32+00:00,the composite stock price index ihsg in yesterdays trading was traded down to led by a decline in bbca tpia and bebs shares,Negative
2022-02-17 03:16:03+00:00,business index weakens adro tpia and klbf shares become depressants,Negative
2022-02-14 08:49:32+00:00,business index closes in the red tpia emtk and asii shares plunge,Negative
2022-02-14 02:49:34+00:00,business index opens weak tpia brpt and tlkm shares weak,Negative
2022-02-11 06:26:59+00:00,has tpia run out of gas sir,Negative
2022-02-10 12:55:48+00:00,amta forecast results february tpia up brms up bbyb up btps up join our group free,Positive
2022-02-09 13:11:33+00:00,hasil amta forecast february bcap naik enrg naik cpro naik tpia naik join our group free hashtag,Positive
2022-02-09 02:39:35+00:00,business index opens stronger untr tpia bbca shares most gaspy,Positive
2022-02-08 12:00:16+00:00,amta forecast results february bcap up mppa up slis up tpia up join our group free,Positive
2022-02-08 08:33:10+00:00,tpia stock ath the largest and integrated petrochemical company in indonesia chandra asri petrochemical has successfully recorded positive performance on its shares its shares have reached an alltime high,Positive
2022-02-08 02:10:48+00:00,thank you tpia,Positive
2022-02-07 08:42:32+00:00,bisnis index closes higher led by bbri inkp and tpia shares,Positive
2022-02-03 07:13:42+00:00,tpia the fundamentals are good,Positive
2022-01-26 02:22:06+00:00,shares of prajogo pangestu conglomerates brpt and tpia support the business index,Positive
2022-01-23 09:51:43+00:00,prajogo duo brpt tpia stocks that produce successful people,Positive
2022-01-21 16:11:10+00:00,amta forecast results for january admr up tpia up inco up join our group free,Positive
2022-01-18 00:46:29+00:00,bebs was at yesterday closing at tpia was at yesterday closing at myor was at yesterday closing at amazing isnt it the potential profit offered so its a big loss if you dont understand the stock market right friends lets top up rdn,Positive
2022-01-12 08:47:07+00:00,business index increases slightly brpt tpia and inkp shares gain the most profit,Positive
2022-01-12 08:32:58+00:00,tpia and unvr shares are great it seems they could be great again,Positive
2022-01-05 06:45:00+00:00,flooded with bri financing of idr trillion recommendation to buy tpia shares if it reaches idr,Positive
2021-12-20 08:48:34+00:00,bisnis index closes lower wika tpia and inkp shares weakest,Negative
2021-12-13 09:54:29+00:00,foreigners collect avia bbni tpia bbri and emtk shares when ihsg is green,Positive
2021-12-13 07:41:55+00:00,detected an increase in frequency and value in tpia shares tpia through its subsidiary pt chandra asri perkasa has appointed four contractors to work on the frontend engineering design feed for tpias second global petrochemical complex in indonesia cap,Positive
2021-12-08 09:03:41+00:00,part mika pwon tpia mncn scma wika myor sido untr ptba smra unvr ptpp tlkm confused about which company stock codes are these,Neutral
2021-12-07 05:32:12+00:00,here are the stocks in the basic industry sector for other sectors you can check here,Neutral
2021-11-26 07:49:50+00:00,some of these stocks seem worth watching lt lt,Positive
2021-11-08 05:50:33+00:00,performance increases here are chandra asri tpia stock recommendations,Positive
2021-10-22 08:46:32+00:00,tpia and wika shares soar bisnis index rebounds,Positive
2021-09-14 14:59:03+00:00,through rights issue scg chemicals buys chandra asri tpia shares for idr trillion,Positive
2021-09-10 09:09:09+00:00,business index strengthens antm and tpia shares become drivers,Positive
2021-08-29 23:43:44+00:00,today cum dividend bali rp cum right issue tpia each holder of old shares has the right to redeem new shares at a price of rp yesterday the price of tpia fell to rp ex dividend csap rp gjtl rp inci rp and film rp,Positive
2021-08-27 08:51:03+00:00,business index weak adro tpia and mika shares lead decline,Negative
2021-08-24 06:54:02+00:00,chandra asri tpia stock discount price thai investment rush,Positive
2021-08-24 06:39:04+00:00,thailand investment rush to chandra asri tpia stock discount price,Positive
2021-08-23 23:15:03+00:00,petrochemical company pt chandra asri petrochemical tbk will conduct a corporate action the issuer with the stock code tpia will carry out a rights issue with a fund acquisition of rp trillion,Positive
2021-08-12 05:49:41+00:00,as far as i know not yet the latest ones are bksl tpia emtk wmuu updated in june cmiiw,Neutral
2021-08-02 03:14:49+00:00,ytd performance of big caps index and stocks data as of august ihsg lq bbca bbri tlkm bmri arto asii tpia emtk unvr dcii,Neutral
2021-07-19 08:50:41+00:00,tpia and intp shares lose bisnis index sinks into red zone,Negative
2021-07-15 21:27:22+00:00,tpia one of the stocks we recommended in channel followers on june until now the stock has increased by even though the ihsg from june to july was please join us immediately the price will not change until may,Positive
2021-07-07 02:28:06+00:00,business index advances tpia and emtk shares soar the most,Positive
2021-06-24 03:17:55+00:00,big caps stocks with small liquidity are always a problem for ihsg just now ihsg fell sharply just because ggrm suddenly plunged this is just ggrm even though there are arto bank emtk tpia and dcii,Negative
2021-06-24 00:46:35+00:00,ihsg targets recommended stocks essa towr tpia,Positive
2021-06-16 15:57:46+00:00,closing trading on tuesday the share price of pt chandra asri petrochemical tbk tpia experienced a significant spike,Positive
2021-06-16 00:56:28+00:00,ihsg still sideways analysts recommend rals pgas to tpia stocks via,Positive
2021-06-14 06:25:30+00:00,tpia also up one of the stock recommendations on the channel alhamdulillah masya allah so what are you waiting for join us immediately the price of rp will not change until the channel is finished so the sooner you register the more discounted prices you get,Positive
2021-06-13 18:51:00+00:00,if you can go back to the past the only thing you want to do is not go back to the former but want to buy shares tpia bris arto dcii during the ipo,Positive
2021-05-28 09:51:44+00:00,net buy idr trillion foreigners buy brpt and tpia shares in negotiation market idr trillion,Positive
2021-05-25 14:49:15+00:00,brpt tpia what else the shares are owned by om lord prajogo pangestu the floating is small dominated by om pray himself the ownership the prestige of being included in forbes is why the stonks are kwkwkwkwkkwkwkwkkwkwkwkkw,Negative
2021-05-19 09:11:53+00:00,today foreigners collect tpia tbig klbf asii and indf shares,Positive
2021-05-18 00:30:46+00:00,big cap stocks ihsg plunges bbni down days tpia has fallen days,Negative
2021-05-03 04:43:04+00:00,early week index projected to strengthen watch aces auto smgr tpia and tins stocks,Positive
2021-05-02 01:01:04+00:00,ihsg has opportunity to strengthen next week watch aces smgr tpia tins shares,Positive
2021-04-20 06:09:03+00:00,chandra asri tpia distributes dividends of rp per share check out the schedule,Positive
2021-04-19 00:55:46+00:00,tpia will distribute dividends of usdshare around rpshare with an exchange rate of usdidr this dividend is equivalent to of last years profit bisnis,Positive
2021-04-16 14:15:02+00:00,petrochemical company pt chandra asri petrochemical tbk will distribute dividends to its shareholders the issuer with the stock code tpia decided to distribute dividends of million us dollars or around rp billion from the fiscal year profit,Positive
2021-04-16 10:48:05+00:00,tpia again gets shareholder approval to hold rights issue,Positive
2021-03-31 09:26:51+00:00,there was resistance in the market towards the last minutes so ihsg closed very low in the minute safe zone supporting stocks adro akra antm bbkp bbri bris excl hmsp icbp kras lsip myor sido tbig tlkm tpia untr,Positive
2021-03-31 00:01:16+00:00,here are analysts recommendations for chandra asri tpia shares,Neutral
2021-03-29 20:16:32+00:00,exposed to oil price volatility here are the recommendations for barito group brpt and tpia stocks based on bloomberg consensus only of analysts reviewing brpt shares recommends buying while the other analysts,Negative
2021-03-25 01:52:11+00:00,pt chandra asri petrochemical tbk tpia plans to conduct a rights issue by releasing shares with a maximum number of billion shares disclaimer,Positive
2021-03-24 10:41:34+00:00,bright spot in chandra asris rights issue plan of billion shares tpia,Positive
2021-03-09 12:17:03+00:00,rights issue of billion shares chandra asri tpia asks for shareholders blessing,Positive
2021-03-05 11:26:03+00:00,when prajogos youngest sons maneuvers have not been able to restore chandra asri tpia shares,Negative
2021-03-05 10:58:50+00:00,anak taipan prajogo pangestu wholesale shares tpia rp m,Positive
2021-03-05 04:26:52+00:00,continue to improve innovation creativity technology and manufacturing infrastructure hopefully good corporate governance will be improved to the maximum and visionary for a prosperous and prosperous future i am one of the shareholders of brpt and tpia hehe,Positive
2021-03-04 16:36:12+00:00,deputy director of chandra asri baritono prajogo pangestu buys tpia shares,Positive
2021-03-04 07:41:54+00:00,based on the closing of the indonesian stock exchange on february tpias share price rose to rp per share its market cap value also rose to rp trillion meanwhile brpts share price rose to rp per share,Positive
2021-03-04 07:41:54+00:00,namely controlling of the shares in tpia prajogo also recorded direct ownership of of the shares referring to rti data as of december prajogos wealth increased because the shares that were part of his business portfolio moved stronger,Positive
2021-02-24 23:25:33+00:00,ihsg ready to strengthen recommended stocks inkp jpfa to tpia,Positive
2021-02-17 09:08:36+00:00,top loser by change inkp rp tgka rp gmtd rp isat rp dan tpia rp,Negative
2021-02-17 05:45:20+00:00,erwin ciputra as director of chandra asri petrochemical tbk tpia divested shares in stages on jan feb totaling shares by obtaining funds of rp m,Neutral
2021-02-15 09:34:15+00:00,top gainer by change edge rp tkim rp inkp rp arto rp dan tpia rp,Positive
2021-02-09 02:32:26+00:00,tpia all time high entered top market cap stocks as of jan,Positive
2021-02-03 14:52:14+00:00,tpia this is what i mean retail brokers are used as market makers let me ask you which retailer is shopping for m in tpia shares today lol which retailer is that please tell me i want to give you a free arm lol tpia accumulation same as its sibling brpt,Positive
2021-02-01 11:14:20+00:00,these stocks have the potential to rebound inco wood jsmr link tins mika lsip inkp eraa assa tpia antm tbig,Positive
2021-01-29 00:09:39+00:00,list of lq stocks for the period february july enter medc tpia exit scma sril,Neutral
2021-01-27 00:05:33+00:00,reentering the lq index here are the recommended tpia and medc stocks,Positive
2021-01-26 11:30:06+00:00,back in lq here are the recommended shares of chandra asri tpia and medco energi medc,Positive
2021-01-26 10:05:03+00:00,chandra asri tpia and medco energi medc shares enter lq index this is what analysts say,Positive
2021-01-26 09:30:18+00:00,top gainer by change inps rp bnli rp heal rp tpia rp dan soho rp,Positive
2021-01-25 16:51:33+00:00,tpia and medc shares enter lq index replacing sril and scma,Positive
2021-01-12 00:15:02+00:00,big cap stocks bbca bbni bbri bmri tlkm up days tpia up days,Positive
2020-12-18 04:13:23+00:00,the extraordinary general meeting of shareholders egms of pt chandra asri petrochemical tbk tpia has approved a merger with pt styrindo mono indonesia smi,Positive
2020-12-17 09:56:23+00:00,top loser by change itmg rp tcpi rp inkp rp tgka rp dan tpia rp,Negative
2020-12-14 09:29:03+00:00,top loser by change dssa rp poll rp tcpi rp tpia rp dan diva rp,Negative
2024-03-01 01:42:28+00:00,friday trading bbri midi tlkm mdka sido and bbtn ihsg technical view ihsg closed down yesterday accompanied by a foreign net sell of billion the stocks most sold by foreigners were bbca bbri bmri cuan and pgas,Negative
2024-03-01 00:51:20+00:00,from smgr to tlkm heres a list of top stock picks according to analysts today,Positive
2024-02-29 08:48:38+00:00,bbri and tlkm are still there from until now i dont know how much floating profit there is because its auto debit every month,Positive
2024-02-29 08:05:14+00:00,sido after attending a capital market seminar at the faculty i used the remaining savings to buy several lots wow it would be fun if it was green finally saved up to buy tlkm bbr,Positive
2024-02-28 07:29:37+00:00,attention investors ihsg has the potential to strengthen bbri bbni tlkm and icbp shares are said to be worth hunting this is a great opportunity so get ready to take smart steps find the full analysis here,Positive
2024-02-28 00:34:06+00:00,foreign investors net sell rp t tlkm and goto shares become targets,Negative
2024-02-27 11:43:11+00:00,foreign investors again recorded a net sell of rp trillion in shares across the idx market the largest occurring in tlkm,Negative
2024-02-27 02:21:34+00:00,ihsg opens weaker to bbri tlkm to inco shares corrected,Negative
2024-02-26 01:55:33+00:00,mirae predicts that the ihsg will consolidate today the securities company recommends tlkm admr and eraa as potential winners,Positive
2024-02-26 01:34:37+00:00,ajaib sekuritas predicts that the ihsg will strengthen today recommends three stocks that should not be missed one of them is tlkm,Positive
2024-02-26 01:00:34+00:00,foreigners bought rp t of shares last week tlkm bbri favorites,Positive
2024-02-25 11:10:34+00:00,ihsg potentially weakens early week watch antm tlkm and excl stocks,Negative
2024-02-23 01:44:36+00:00,mirae predicts that todays ihsg will strengthen limitedly recommends three stocks to enter the radar one of which is tlkm,Positive
2024-02-23 00:48:57+00:00,sorry sir in this case comparing the two stocks cannot be seen from the price per sheet in this case it is better to compare the market cap of the two stocks if comparing tlkm which has done stock splits many times of course telkoms price will lose to isat,Neutral
2024-02-22 08:15:01+00:00,the shares i held the longest were tlkm lots shares in sold in for more than million,Positive
2024-02-22 02:37:06+00:00,business index opens lower pressured by smgr tlkm and bmri shares,Negative
2024-02-21 12:12:35+00:00,there are strong signals of continued growth in telecommunications issuers such as telkom tlkm indosat isat and xl axiata excl,Positive
2024-02-21 00:34:34+00:00,foreign investors accumulate bbri and tlkm shares bmrismgr sold off,Positive
2024-02-20 06:12:30+00:00,wowww tlkm soared i want to be a trending stock but im afraid,Positive
2024-02-20 02:31:11+00:00,ihsg opens stronger at bbri tlkm and sido shares perkasa,Positive
2024-02-19 00:30:05+00:00,ihsg predicted to consolidate analysts favor amrt to tlkm stocks,Positive
2024-02-18 23:33:33+00:00,phintraco sekuritas predicts that the ihsg will consolidate today recommending potential profits in six stocks one of which is tlkm,Positive
2024-02-18 04:54:06+00:00,i wonder what about bumn stocksthe only bumn stocks that are doing well are bbritlkm hasnt gone anywhere since the last years,Negative
2024-02-16 09:25:07+00:00,sell tlkm fast mergo keweden hitting science resistance panic is useless the best at throwing away stocks theyre flying and now theyre flying bye telkom,Negative
2024-02-16 02:47:06+00:00,tlkm mika and bmri shares bring bisnis index to green zone,Positive
2024-02-16 02:30:27+00:00,tlkm shares for midlong term bro,Positive
2024-02-16 02:06:31+00:00,market update ihsg soared to penetrate the psychological level of precisely on thursday with the lq index jumping to the bareksa analyst team recommends several selected stocks isat bbri pwon tlkm,Positive
2024-02-15 09:52:34+00:00,the mendang mendang like me on valentines day doesnt need chocolate or anything i need a plane ticket abroad work visa g antam gold health life insurance lots of tlkm shares thats not too fancy right simple right,Positive
2024-02-15 06:56:34+00:00,indftlkm stock recommendations after prabowogibran wins presidential election quick count,Positive
2024-02-09 05:36:57+00:00,moreover the definition of refocusing is not necessarily service its just a matter of proportion it could be that in one segment the company is making a profit but in another segment it is service for example tlkm builds fiber optics in the t area there are elements of service plus business,Neutral
2024-02-08 06:04:43+00:00,tlkm is finished this is dregs if the bank is not mentioned it starts with kur etc those who manage it are not there it will plummet especially stateowned construction companies,Negative
2024-02-07 00:37:33+00:00,ihsg today vulnerable to correction to watch bfin brms to tlkm shares,Negative
2024-02-06 08:38:05+00:00,tlkm enters jp morgans choice of indonesian stocks in asean increases,Positive
2024-02-06 00:57:35+00:00,most bought stocks by foreign investors bmri to tlkm,Positive
2024-02-05 00:21:32+00:00,until when will net sell by foreigners lets have a promo to move shares to bluechips for free click hashtag,Negative
2024-02-04 23:35:35+00:00,ihsg closed up yesterday but accompanied by a foreign net buy of tr the stocks most bought by foreigners were bbri bmri bbca bbni and tlkm today ihsg has the potential to try to continue rising along with the announcement of indonesias gdp data at am,Positive
2024-02-02 10:38:35+00:00,kpk investigates alleged corruption at telkomsigma tlkm shares plunge,Negative
2024-02-02 05:31:33+00:00,ihsg session i weakens indy and tlkm shares weigh down,Negative
2024-02-01 14:56:30+00:00,for funds i usually use a ratio like this hahaha anyway this is the ratio of tlkm shares,Neutral
2024-02-01 14:11:11+00:00,tlkm shares are still okay it seems,Positive
2024-02-01 09:44:34+00:00,bisnis index closes higher mika towr and tlkm shares profit,Positive
2024-02-01 05:30:36+00:00,ihsg cheerful in early february goto tlkm bbri shares enter top gainers,Positive
2024-02-01 02:40:34+00:00,bisnis index opens stronger supported by tlkm bbri and mika shares,Positive
2024-02-01 00:32:23+00:00,ihsg technical view ihsg closed up yesterday accompanied by a foreign net buy of tr the stocks most bought by foreigners were bbri bbni bmri tlkm and bris today ihsg has the potential to move down limitedly support ihsg resist ihsg,Positive
2024-01-31 08:54:26+00:00,telco operator stock analysis which is the best choice isat excl tlkm,Neutral
2024-01-23 05:11:14+00:00,tlkm shares to issuer hero lo kheng hong gjtl become foreign favorite,Positive
2024-01-21 10:14:40+00:00,view astrocycle amp technical adro asii bbca bbri bren goto pgas tlkm ihsg,Neutral
2024-01-21 06:52:21+00:00,bismillah aww lets learn atm etc save invest in jii stocks the stock codes are aces adro akra antm asii bris cpin emtk excl icbp inco indf inkp intp itmg klbf mapi mika pgas ptba smgr tlkm tpia untr unvr make it a lifestyle investment tks www,Positive
2024-01-19 06:19:08+00:00,in telkomsel had the same case with the police because its status was stateowned a subsidiary of a bumn company with a majority stake in tlkm telkomsel enriched other people with its strange contracts which is considered corruption films are included in the procurement of goods and services from bumn,Negative
2024-01-18 23:33:17+00:00,ihsg predicted to rise again bbri to tlkm shares included in recommendations,Positive
2024-01-15 01:26:04+00:00,ihsg has the opportunity to strengthen to check stock recommendations indf klbf to tlkm,Positive
2024-01-11 08:38:31+00:00,tlkms stock price movement during the period from january to january experienced an increase of weekonweek wow lets see more information in the following post,Positive
2024-01-09 02:54:33+00:00,business index strengthens mapi tlkm and inkp shares rise high,Positive
2024-01-08 08:32:11+00:00,guessing the reasons why big investors are buying up telkom tlkm shares,Positive
2024-01-08 04:33:53+00:00,it looks like tlkm is in the support area after a few days of sideways it is also currently near ma if this support breaks the possibility of returning to is greater,Negative
2024-01-08 01:46:17+00:00,last friday ihsg has the potential to strengthen slightly today bni sekuritas selected stocks are bbri bmri and tlkm hopefully we can make a profit,Positive
2024-01-07 13:54:55+00:00,in the infrastructure sector there are stocks that are most sold by foreigners namely tbig mtel bumn towr and tlkm bumn each sold t t t and t two bumns experienced high net sell in besides bumn karya where mtel and tlkm are related where of mtel shares are held by tlkm,Negative
2024-01-04 15:08:53+00:00,thats about the regulator kominfo and the controlling shareholder of tlkm presidentminister of bumn from what i see kominfo focuses more on cellular services in the t region for comparison thailand has a good fbb roadmap in the version,Neutral
2024-01-04 08:35:17+00:00,irang sabar dikasih saham after amrt and tlkm were in the red for a few days now they have gone up a bit but they will be red again soon,Negative
2024-01-03 04:54:32+00:00,i also finally cl my tlkm ive been holding it for a long time without going up my rule is to sell it in yesterday before tlkm bought goto shares,Negative
2024-01-02 03:13:33+00:00,ihsg predicted to rise in early bbni to tlkm shares recommended,Positive
2024-01-02 01:33:53+00:00,kinerja saham di indeks lq,Neutral
2024-01-01 23:41:10+00:00,ihsg predicted to strengthen in early bbni to tlkm stocks recommended,Positive
2023-12-29 01:42:10+00:00,buy goto tlkm and bren shares as ihsg celebrates end of year,Positive
2023-12-28 16:04:15+00:00,tbk tlkm posted a profit of idr trillion idr per share in januaryjune up compared to the same period in tlkms net income reached idr trillion in januaryseptember or grew contributed by performance,Positive
2023-12-28 09:12:14+00:00,tlkms stock price movement during the period from december to december experienced a weakening of weekonweek wow lets see more information in the following post disclaimer,Negative
2023-12-28 09:12:14+00:00,in this ngonten ngobrolin emiten we will discuss the shares of pt telkom indonesia persero tbk known as tlkm,Neutral
2023-12-28 06:46:56+00:00,still sideways bro this tlkm stock hahaha,Negative
2023-12-28 06:45:57+00:00,how about tlkm after indhome was transferred to tsel and its employees were privatized,Neutral
2023-12-27 02:25:08+00:00,ihsg opens stronger at bbca bbri tlkm shares sell well,Positive
2023-12-27 01:20:23+00:00,in general of the stocks mentioned some that recorded window dressing were bbca bbri et al and tlkm which rose around in a month,Positive
2023-12-26 22:20:34+00:00,ihsg today chasing check bbritlkm shares,Positive
2023-12-26 13:23:07+00:00,the positive movement of idx last week was driven by the basic cyclical and health sectors stock picks this week bbri bbni eraa tlkm medc,Positive
2023-12-24 12:48:34+00:00,foreign investors are enthusiastically buying up bbca tlkm bren shares towards the end of,Positive
2023-12-21 11:33:08+00:00,jp morgans new signal on telkom indonesia tlkm stocks,Neutral
2023-12-19 11:15:08+00:00,if you want a long term investment you can just invest in nder stocks but make sure you use really cold money if you want to invest in stocks just use ipot in my opinion its more user friendly invest in blue chips imo like bbca tlkm etc or you can just learn about stocks first,Positive
2023-12-19 01:11:55+00:00,ihsg can stay above the support level of so the potential for an increase is still wide open the recommended stocks today are bbca tlkm bbri and asii lets see the development of the stock market with mnc securities,Positive
2023-12-18 00:00:30+00:00,ihsg predicted to rally bbri gjtl tlkm shares have profit opportunity,Positive
2023-12-17 23:32:10+00:00,ihsg has opportunity to strengthen at the beginning of the week watch bbri eraa gjtl tlkm shares,Positive
2023-12-17 10:11:55+00:00,be careful sis if aziz gets angry tlkm shares will be delisted,Negative
2023-12-16 10:26:52+00:00,of course my mother used to work at tlkm before she retired when she was young when the companys performance was still normal she was given a stock bonus but my mother immediately sold the stock because she didnt understand who would have thought that if she had been promoted it would have been,Positive
2023-12-15 01:53:35+00:00,ihsg has opportunity to continue rally akra arto tlkm stocks have potential to make profit,Positive
2023-12-11 00:43:29+00:00,ihsg breaks through bbri tlkm stocks targeted by foreigners,Positive
2023-12-09 03:41:05+00:00,bren cuan tlkm stocks widely bought by foreign investors this week,Positive
2023-12-08 00:13:06+00:00,ihsg prone to weekend correction watch tlkm eral klbf agii shares,Negative
2023-12-07 15:28:27+00:00,stock discussion with by jo as of december has taken place at the phillip securities gallery the debate on scalping and swing was quite heated stocks discussed cuan bren hoki bbri sido tlkm window dressing issues presidential election issues and ths issues pre versus post see you later,Neutral
2023-12-06 12:12:36+00:00,please tell me the professor please give me a pov why is this happening,Positive
2023-12-06 02:32:40+00:00,hapcuu happy cuannn saham tlkm,Positive
2023-12-04 00:34:20+00:00,asing net sell di celetah mind id menjadi pemehang saham majorinnya ada apa mau iphone gratis klik,Negative
